-5.00000000	0.00000205	-0.00000001
-4.95000000	0.00000161	0.00000005
-4.90000000	0.00000121	0.00000005
-4.85000000	0.00000076	0.00000013
-4.80000000	0.00000035	0.00000006
-4.75000000	-0.00000029	0.00000010
-4.70000000	-0.00000063	0.00000004
-4.65000000	-0.00000111	0.00000001
-4.60000000	-0.00000154	0.00000022
-4.55000000	-0.00000167	0.00000014
-4.50000000	-0.00000208	0.00000030
-4.45000000	-0.00000236	0.00000023
-4.40000000	-0.00000258	0.00000030
-4.35000000	-0.00000258	0.00000024
-4.30000000	-0.00000258	0.00000038
-4.25000000	-0.00000253	0.00000036
-4.20000000	-0.00000239	0.00000024
-4.15000000	-0.00000222	0.00000018
-4.10000000	-0.00000201	0.00000031
-4.05000000	-0.00000173	0.00000018
-4.00000000	-0.00000127	0.00000005
-3.95000000	-0.00000054	0.00000011
-3.90000000	0.00000003	0.00000006
-3.85000000	0.00000067	0.00000003
-3.80000000	0.00000120	-0.00000002
-3.75000000	0.00000168	-0.00000002
-3.70000000	0.00000228	-0.00000006
-3.65000000	0.00000260	-0.00000013
-3.60000000	0.00000286	-0.00000021
-3.55000000	0.00000315	-0.00000019
-3.50000000	0.00000333	-0.00000005
-3.45000000	0.00000313	-0.00000017
-3.40000000	0.00000317	-0.00000013
-3.35000000	0.00000312	-0.00000001
-3.30000000	0.00000282	0.00000001
-3.25000000	0.00000279	-0.00000010
-3.20000000	0.00000268	-0.00000015
-3.15000000	0.00000227	0.00000002
-3.10000000	0.00000189	-0.00000002
-3.05000000	0.00000162	-0.00000012
-3.00000000	0.00000115	-0.00000010
-2.95000000	0.00000070	0.00000006
-2.90000000	0.00000016	-0.00000004
-2.85000000	-0.00000042	0.00000017
-2.80000000	-0.00000115	0.00000017
-2.75000000	-0.00000145	0.00000021
-2.70000000	-0.00000191	0.00000020
-2.65000000	-0.00000223	0.00000032
-2.60000000	-0.00000241	0.00000020
-2.55000000	-0.00000274	0.00000015
-2.50000000	-0.00000273	0.00000018
-2.45000000	-0.00000270	0.00000031
-2.40000000	-0.00000286	0.00000039
-2.35000000	-0.00000268	0.00000029
-2.30000000	-0.00000263	0.00000038
-2.25000000	-0.00000227	0.00000018
-2.20000000	-0.00000232	0.00000016
-2.15000000	-0.00000179	0.00000016
-2.10000000	-0.00000145	0.00000022
-2.05000000	-0.00000085	0.00000016
-2.00000000	-0.00000030	0.00000005
-1.95000000	0.00000023	0.00000023
-1.90000000	0.00000090	0.00000004
-1.85000000	0.00000133	-0.00000011
-1.80000000	0.00000188	0.00000005
-1.75000000	0.00000229	0.00000011
-1.70000000	0.00000290	-0.00000004
-1.65000000	0.00000299	-0.00000007
-1.60000000	0.00000333	-0.00000020
-1.55000000	0.00000338	-0.00000027
-1.50000000	0.00000346	-0.00000021
-1.45000000	0.00000322	0.00000003
-1.40000000	0.00000299	-0.00000023
-1.35000000	0.00000307	-0.00000003
-1.30000000	0.00000281	-0.00000018
-1.25000000	0.00000254	0.00000001
-1.20000000	0.00000225	0.00000005
-1.15000000	0.00000192	-0.00000018
-1.10000000	0.00000138	0.00000001
-1.05000000	0.00000091	0.00000006
-1.00000000	0.00000060	0.00000007
-0.95000000	-0.00000004	0.00000003
-0.90000000	-0.00000068	0.00000016
-0.85000000	-0.00000124	0.00000024
-0.80000000	-0.00000174	0.00000021
-0.75000000	-0.00000217	0.00000018
-0.70000000	-0.00000238	0.00000037
-0.65000000	-0.00000275	0.00000041
-0.60000000	-0.00000306	0.00000021
-0.55000000	-0.00000297	0.00000021
-0.50000000	-0.00000291	0.00000022
-0.45000000	-0.00000291	0.00000029
-0.40000000	-0.00000261	0.00000027
-0.35000000	-0.00000238	0.00000016
-0.30000000	-0.00000218	0.00000028
-0.25000000	-0.00000180	0.00000011
-0.20000000	-0.00000154	0.00000024
-0.15000000	-0.00000092	0.00000017
-0.10000000	-0.00000056	0.00000008
-0.05000000	0.00000008	0.00000003
0.00000000	0.00000036	0.00000004
0.05000000	0.00000098	-0.00000010
0.10000000	0.00000161	-0.00000004
0.15000000	0.00000198	-0.00000036
0.20000000	0.00000256	-0.00000001
0.25000000	0.00000285	-0.00000010
0.30000000	0.00000306	-0.00000016
0.35000000	0.00000351	-0.00000020
0.40000000	0.00000342	-0.00000011
0.45000000	0.00000337	-0.00000034
0.50000000	0.00000324	-0.00000013
0.55000000	0.00000312	-0.00000015
0.60000000	0.00000291	-0.00000015
0.65000000	0.00000251	-0.00000011
0.70000000	0.00000236	-0.00000025
0.75000000	0.00000197	0.00000001
0.80000000	0.00000149	-0.00000004
