-5.00000000	0.00000191	-0.00000003
-4.95000000	0.00000145	-0.00000013
-4.90000000	0.00000120	0.00000005
-4.85000000	0.00000077	0.00000004
-4.80000000	0.00000018	0.00000020
-4.75000000	0.00000003	-0.00000003
-4.70000000	-0.00000064	0.00000015
-4.65000000	-0.00000119	0.00000028
-4.60000000	-0.00000151	0.00000009
-4.55000000	-0.00000183	0.00000022
-4.50000000	-0.00000232	0.00000028
-4.45000000	-0.00000248	0.00000036
-4.40000000	-0.00000234	0.00000035
-4.35000000	-0.00000240	0.00000011
-4.30000000	-0.00000257	0.00000034
-4.25000000	-0.00000254	0.00000029
-4.20000000	-0.00000250	0.00000022
-4.15000000	-0.00000224	0.00000033
-4.10000000	-0.00000202	0.00000015
-4.05000000	-0.00000153	0.00000009
-4.00000000	-0.00000123	0.00000033
-3.95000000	-0.00000065	0.00000002
-3.90000000	0.00000010	-0.00000006
-3.85000000	0.00000075	0.00000005
-3.80000000	0.00000119	-0.00000011
-3.75000000	0.00000171	-0.00000001
-3.70000000	0.00000215	-0.00000014
-3.65000000	0.00000269	-0.00000014
-3.60000000	0.00000294	-0.00000021
-3.55000000	0.00000310	-0.00000011
-3.50000000	0.00000299	-0.00000010
-3.45000000	0.00000314	-0.00000015
-3.40000000	0.00000295	-0.00000004
-3.35000000	0.00000315	-0.00000009
-3.30000000	0.00000297	-0.00000020
-3.25000000	0.00000294	-0.00000017
-3.20000000	0.00000243	-0.00000017
-3.15000000	0.00000224	0.00000015
-3.10000000	0.00000197	0.00000009
-3.05000000	0.00000169	0.00000004
-3.00000000	0.00000108	0.00000010
-2.95000000	0.00000067	-0.00000005
-2.90000000	0.00000028	0.00000011
-2.85000000	-0.00000039	0.00000004
-2.80000000	-0.00000086	0.00000030
-2.75000000	-0.00000155	0.00000033
-2.70000000	-0.00000185	0.00000007
-2.65000000	-0.00000214	0.00000041
-2.60000000	-0.00000243	0.00000031
-2.55000000	-0.00000271	0.00000028
-2.50000000	-0.00000276	0.00000031
-2.45000000	-0.00000293	0.00000015
-2.40000000	-0.00000272	0.00000030
-2.35000000	-0.00000286	0.00000029
-2.30000000	-0.00000261	0.00000028
-2.25000000	-0.00000230	0.00000032
-2.20000000	-0.00000206	0.00000022
-2.15000000	-0.00000169	0.00000003
-2.10000000	-0.00000126	0.00000019
-2.05000000	-0.00000077	0.00000028
-2.00000000	-0.00000014	0.00000023
-1.95000000	0.00000020	0.00000001
-1.90000000	0.00000089	0.00000001
-1.85000000	0.00000157	0.00000007
-1.80000000	0.00000201	0.00000004
-1.75000000	0.00000243	-0.00000004
-1.70000000	0.00000296	-0.00000026
-1.65000000	0.00000318	-0.00000012
-1.60000000	0.00000331	-0.00000009
-1.55000000	0.00000329	-0.00000014
-1.50000000	0.00000337	-0.00000023
-1.45000000	0.00000337	0.00000007
-1.40000000	0.00000319	-0.00000016
-1.35000000	0.00000310	-0.00000021
-1.30000000	0.00000289	-0.00000005
-1.25000000	0.00000266	-0.00000029
-1.20000000	0.00000233	0.00000000
-1.15000000	0.00000174	-0.00000008
-1.10000000	0.00000140	-0.00000003
-1.05000000	0.00000092	-0.00000016
-1.00000000	0.00000036	0.00000010
-0.95000000	-0.00000018	0.00000025
-0.90000000	-0.00000059	0.00000021
-0.85000000	-0.00000111	0.00000013
-0.80000000	-0.00000188	0.00000034
-0.75000000	-0.00000229	0.00000038
-0.70000000	-0.00000269	0.00000026
-0.65000000	-0.00000289	0.00000033
-0.60000000	-0.00000305	0.00000029
-0.55000000	-0.00000308	0.00000034
-0.50000000	-0.00000295	0.00000027
-0.45000000	-0.00000282	0.00000045
-0.40000000	-0.00000251	0.00000040
-0.35000000	-0.00000242	0.00000028
-0.30000000	-0.00000204	0.00000013
-0.25000000	-0.00000191	0.00000011
-0.20000000	-0.00000140	0.00000022
-0.15000000	-0.00000100	0.00000022
-0.10000000	-0.00000050	-0.00000010
-0.05000000	0.00000003	0.00000008
0.00000000	0.00000042	0.00000014
0.05000000	0.00000109	0.00000002
0.10000000	0.00000158	-0.00000010
0.15000000	0.00000211	-0.00000002
0.20000000	0.00000250	-0.00000007
0.25000000	0.00000299	-0.00000001
0.30000000	0.00000310	0.00000006
0.35000000	0.00000332	-0.00000027
0.40000000	0.00000332	-0.00000011
0.45000000	0.00000328	-0.00000010
0.50000000	0.00000323	-0.00000012
0.55000000	0.00000305	-0.00000024
0.60000000	0.00000293	-0.00000023
0.65000000	0.00000285	-0.00000005
0.70000000	0.00000227	0.00000010
0.75000000	0.00000193	0.00000015
0.80000000	0.00000143	-0.00000005
0.85000000	0.00000107	-0.00000007
0.90000000	0.00000065	-0.00000001
0.95000000	0.00000004	0.00000015
1.00000000	-0.00000050	0.00000035
1.05000000	-0.00000081	0.00000036
1.10000000	-0.00000137	0.00000014
1.15000000	-0.00000191	0.00000018
1.20000000	-0.00000228	0.00000016
1.25000000	-0.00000269	0.00000022
1.30000000	-0.00000299	0.00000025
1.35000000	-0.00000309	0.00000046
1.40000000	-0.00000285	0.00000034
1.45000000	-0.00000282	0.00000048
1.50000000	-0.00000269	0.00000031
1.55000000	-0.00000248	0.00000023
1.60000000	-0.00000185	0.00000015
1.65000000	-0.00000189	0.00000011
1.70000000	-0.00000136	0.00000019
1.75000000	-0.00000104	0.00000009
1.80000000	-0.00000043	0.00000009
1.85000000	-0.00000005	0.00000010
1.90000000	0.00000034	0.00000011
